file,label,source,speaker,generator,language,group
audio/ai/garystafford/el_0010_c_part_010.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0010_c
audio/ai/garystafford/el_0010_c_part_011.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0010_c
audio/ai/garystafford/el_0010_c_part_012.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0010_c
audio/ai/garystafford/el_0010_c_part_013.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0010_c
audio/ai/garystafford/el_0010_c_part_014.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0010_c
audio/ai/garystafford/el_0010_c_part_015.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0010_c
audio/ai/garystafford/el_0010_c_part_016.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0010_c
audio/ai/garystafford/el_0010_c_part_017.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0010_c
audio/ai/garystafford/el_0010_c_part_018.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0010_c
audio/ai/garystafford/el_0010_c_part_019.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0010_c
audio/ai/garystafford/el_0010_c_part_020.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0010_c
audio/ai/garystafford/el_0010_c_part_021.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0010_c
audio/ai/garystafford/el_0010_part_001.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0010
audio/ai/garystafford/el_0010_part_002.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0010
audio/ai/garystafford/el_0010_part_003.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0010
audio/ai/garystafford/el_0010_part_004.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0010
audio/ai/garystafford/el_0011_c_part_010.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0011_c
audio/ai/garystafford/el_0011_c_part_011.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0011_c
audio/ai/garystafford/el_0011_c_part_012.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0011_c
audio/ai/garystafford/el_0011_c_part_013.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0011_c
audio/ai/garystafford/el_0011_c_part_014.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0011_c
audio/ai/garystafford/el_0011_c_part_015.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0011_c
audio/ai/garystafford/el_0011_c_part_016.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0011_c
audio/ai/garystafford/el_0011_c_part_017.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0011_c
audio/ai/garystafford/el_0011_c_part_018.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0011_c
audio/ai/garystafford/el_0011_part_001.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0011
audio/ai/garystafford/el_0011_part_002.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0011
audio/ai/garystafford/el_0011_part_003.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0011
audio/ai/garystafford/el_0011_part_004.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0011
audio/ai/garystafford/el_0011_part_005.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0011
audio/ai/garystafford/el_0011_part_006.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0011
audio/ai/garystafford/el_0011_part_007.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0011
audio/ai/garystafford/el_0011_part_008.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0011
audio/ai/garystafford/el_0011_part_009.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0011
audio/ai/garystafford/el_0012_c_part_008.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0012_c
audio/ai/garystafford/el_0012_c_part_009.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0012_c
audio/ai/garystafford/el_0012_c_part_010.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0012_c
audio/ai/garystafford/el_0012_c_part_011.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0012_c
audio/ai/garystafford/el_0012_c_part_012.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0012_c
audio/ai/garystafford/el_0012_part_001.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0012
audio/ai/garystafford/el_0012_part_002.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0012
audio/ai/garystafford/el_0012_part_003.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0012
audio/ai/garystafford/el_0012_part_004.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0012
audio/ai/garystafford/el_0012_part_005.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0012
audio/ai/garystafford/el_0012_part_006.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0012
audio/ai/garystafford/el_0012_part_007.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0012
audio/ai/garystafford/el_0013_c_part_007.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0013_c
audio/ai/garystafford/el_0013_c_part_008.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0013_c
audio/ai/garystafford/el_0013_c_part_009.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0013_c
audio/ai/garystafford/el_0013_c_part_010.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0013_c
audio/ai/garystafford/el_0013_c_part_011.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0013_c
audio/ai/garystafford/el_0013_c_part_012.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0013_c
audio/ai/garystafford/el_0013_c_part_013.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0013_c
audio/ai/garystafford/el_0013_c_part_014.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0013_c
audio/ai/garystafford/el_0013_c_part_015.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0013_c
audio/ai/garystafford/el_0013_c_part_016.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0013_c
audio/ai/garystafford/el_0013_c_part_017.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0013_c
audio/ai/garystafford/el_0013_c_part_018.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0013_c
audio/ai/garystafford/el_0013_part_001.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0013
audio/ai/garystafford/el_0013_part_002.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0013
audio/ai/garystafford/el_0013_part_003.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0013
audio/ai/garystafford/el_0013_part_004.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0013
audio/ai/garystafford/el_0013_part_005.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0013
audio/ai/garystafford/el_0013_part_006.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0013
audio/ai/garystafford/el_0014_c_part_004.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0014_c
audio/ai/garystafford/el_0014_c_part_005.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0014_c
audio/ai/garystafford/el_0014_c_part_006.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0014_c
audio/ai/garystafford/el_0014_c_part_007.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0014_c
audio/ai/garystafford/el_0014_c_part_008.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0014_c
audio/ai/garystafford/el_0014_c_part_009.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0014_c
audio/ai/garystafford/el_0014_c_part_010.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0014_c
audio/ai/garystafford/el_0014_c_part_011.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0014_c
audio/ai/garystafford/el_0014_c_part_012.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0014_c
audio/ai/garystafford/el_0014_c_part_013.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0014_c
audio/ai/garystafford/el_0014_part_001.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0014
audio/ai/garystafford/el_0014_part_002.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0014
audio/ai/garystafford/el_0014_part_003.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0014
audio/ai/garystafford/el_0015_c_part_009.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015_c
audio/ai/garystafford/el_0015_c_part_010.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015_c
audio/ai/garystafford/el_0015_c_part_011.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015_c
audio/ai/garystafford/el_0015_c_part_012.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015_c
audio/ai/garystafford/el_0015_c_part_013.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015_c
audio/ai/garystafford/el_0015_c_part_014.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015_c
audio/ai/garystafford/el_0015_c_part_015.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015_c
audio/ai/garystafford/el_0015_c_part_016.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015_c
audio/ai/garystafford/el_0015_c_part_017.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015_c
audio/ai/garystafford/el_0015_c_part_018.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015_c
audio/ai/garystafford/el_0015_c_part_019.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015_c
audio/ai/garystafford/el_0015_c_part_020.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015_c
audio/ai/garystafford/el_0015_c_part_021.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015_c
audio/ai/garystafford/el_0015_c_part_022.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015_c
audio/ai/garystafford/el_0015_c_part_023.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015_c
audio/ai/garystafford/el_0015_c_part_024.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015_c
audio/ai/garystafford/el_0015_c_part_025.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015_c
audio/ai/garystafford/el_0015_c_part_026.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015_c
audio/ai/garystafford/el_0015_part_001.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015
audio/ai/garystafford/el_0015_part_002.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015
audio/ai/garystafford/el_0015_part_003.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015
audio/ai/garystafford/el_0015_part_004.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015
audio/ai/garystafford/el_0015_part_005.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015
audio/ai/garystafford/el_0015_part_006.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015
audio/ai/garystafford/el_0015_part_007.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015
audio/ai/garystafford/el_0015_part_008.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015
audio/ai/garystafford/el_0016_part_001.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0016
audio/ai/garystafford/el_0017_c_part_002.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0017_c
audio/ai/garystafford/el_0017_c_part_003.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0017_c
audio/ai/garystafford/el_0017_part_001.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0017
audio/ai/garystafford/el_0018_c_part_001.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0018_c
audio/ai/garystafford/el_0018_c_part_002.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0018_c
audio/ai/garystafford/el_0019_c_part_002.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0019_c
audio/ai/garystafford/el_0019_c_part_003.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0019_c
audio/ai/garystafford/el_0019_part_001.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0019
audio/ai/garystafford/el_0020_c_part_002.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0020_c
audio/ai/garystafford/el_0020_part_001.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0020
audio/ai/garystafford/el_0021_c_part_002.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0021_c
audio/ai/garystafford/el_0021_part_001.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0021
audio/ai/garystafford/el_0022_c_part_002.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0022_c
audio/ai/garystafford/el_0022_part_001.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0022
audio/ai/garystafford/el_0023_part_001.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0023
audio/ai/garystafford/el_0023_part_002.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0023
audio/ai/garystafford/el_0024_part_001.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0024
audio/ai/garystafford/el_0024_part_002.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0024
audio/ai/garystafford/el_0024_part_003.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0024
audio/ai/garystafford/el_0024_part_004.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0024
audio/ai/garystafford/el_0025_part_001.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0025
audio/ai/garystafford/el_0026_part_001.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0026
audio/ai/garystafford/el_0027_part_001.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0027
audio/ai/garystafford/el_0028_part_001.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0028
audio/ai/garystafford/hg_0001_c_part_005.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0001_c
audio/ai/garystafford/hg_0001_part_001.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0001
audio/ai/garystafford/hg_0001_part_002.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0001
audio/ai/garystafford/hg_0001_part_003.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0001
audio/ai/garystafford/hg_0001_part_004.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0001
audio/ai/garystafford/hg_0002_c_part_006.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0002_c
audio/ai/garystafford/hg_0002_part_001.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0002
audio/ai/garystafford/hg_0002_part_002.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0002
audio/ai/garystafford/hg_0002_part_003.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0002
audio/ai/garystafford/hg_0002_part_004.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0002
audio/ai/garystafford/hg_0002_part_005.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0002
audio/ai/garystafford/hg_0003_c_part_004.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0003_c
audio/ai/garystafford/hg_0003_part_001.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0003
audio/ai/garystafford/hg_0003_part_002.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0003
audio/ai/garystafford/hg_0003_part_003.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0003
audio/ai/garystafford/hg_0004_c_part_004.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0004_c
audio/ai/garystafford/hg_0004_c_part_005.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0004_c
audio/ai/garystafford/hg_0004_part_001.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0004
audio/ai/garystafford/hg_0004_part_002.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0004
audio/ai/garystafford/hg_0004_part_003.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0004
audio/ai/garystafford/hg_0005_c_part_006.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0005_c
audio/ai/garystafford/hg_0005_part_001.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0005
audio/ai/garystafford/hg_0005_part_002.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0005
audio/ai/garystafford/hg_0005_part_003.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0005
audio/ai/garystafford/hg_0005_part_004.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0005
audio/ai/garystafford/hg_0005_part_005.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0005
audio/ai/garystafford/hg_0006_c_part_005.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0006_c
audio/ai/garystafford/hg_0006_c_part_006.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0006_c
audio/ai/garystafford/hg_0006_part_001.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0006
audio/ai/garystafford/hg_0006_part_002.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0006
audio/ai/garystafford/hg_0006_part_003.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0006
audio/ai/garystafford/hg_0006_part_004.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0006
audio/ai/garystafford/hg_0007_part_001.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0007
audio/ai/garystafford/hg_0007_part_002.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0007
audio/ai/garystafford/hg_0007_part_003.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0007
audio/ai/garystafford/hg_0008_c_part_005.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0008_c
audio/ai/garystafford/hg_0008_part_001.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0008
audio/ai/garystafford/hg_0008_part_002.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0008
audio/ai/garystafford/hg_0008_part_003.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0008
